# number, position 1[micrometer], ideal position 1 [micrometer] 
409, 443.228399999999965, 443.234800000000973
410, 443.028300000000002, 443.034800000000985
411, 442.835100000000011, 442.834800000000996
412, 442.634999999999991, 442.634800000001007
413, 442.427999999999997, 442.434800000001019
414, 442.227899999999977, 442.23480000000103
415, 442.020899999999983, 442.034800000001042
416, 441.827699999999993, 441.834800000001053
417, 441.620699999999999, 441.634800000001064
418, 441.434399999999982, 441.434800000001076
419, 441.234300000000019, 441.234800000001087
420, 441.027299999999968, 441.034800000001098
421, 440.834099999999978, 440.83480000000111
422, 440.627099999999984, 440.634800000001121
423, 440.433899999999994, 440.434800000001133
424, 440.21999999999997, 440.234800000001144
425, 440.03370000000001, 440.034800000001155
426, 439.83359999999999, 439.834800000001167
427, 439.619699999999966, 439.634800000001178
428, 439.426499999999976, 439.434800000001189
429, 439.226400000000012, 439.234800000001201
430, 439.026299999999992, 439.034800000001212
431, 438.826199999999972, 438.834800000001223
432, 438.632999999999981, 438.634800000001235
433, 438.432900000000018, 438.434800000001246
434, 438.225899999999967, 438.234800000001258
435, 438.025800000000004, 438.034800000001269
436, 437.825699999999983, 437.83480000000128
437, 437.62560000000002, 437.634800000001292
438, 437.418599999999969, 437.434800000001303
439, 437.225399999999979, 437.234800000001314
440, 437.032199999999989, 437.034800000001326
441, 436.825199999999995, 436.834800000001337
442, 436.625099999999975, 436.634800000001349
443, 436.425000000000011, 436.43480000000136
444, 436.224899999999991, 436.234800000001371
445, 436.024799999999971, 436.034800000001383
446, 435.83159999999998, 435.834800000001394
447, 435.631500000000017, 435.634800000001405
448, 435.417599999999993, 435.434800000001417
449, 435.231299999999976, 435.234800000001428
450, 435.031200000000013, 435.034800000001439
451, 434.831099999999992, 434.834800000001451
452, 434.630999999999972, 434.634800000001462
453, 434.430900000000008, 434.434800000001474
454, 434.237700000000018, 434.234800000001485
455, 434.037599999999998, 434.034800000001496
456, 433.830600000000004, 433.834800000001508
457, 433.630499999999984, 433.634800000001519
458, 433.43040000000002, 433.43480000000153
459, 433.22339999999997, 433.234800000001542
460, 433.030199999999979, 433.034800000001553
461, 432.836999999999989, 432.834800000001565
462, 432.636899999999969, 432.634800000001576
463, 432.429899999999975, 432.434800000001587
464, 432.229800000000012, 432.234800000001599
465, 432.036599999999964, 432.03480000000161
466, 431.829599999999971, 431.834800000001621
467, 431.629500000000007, 431.634800000001633
468, 431.436300000000017, 431.434800000001644
469, 431.229299999999967, 431.234800000001655
470, 431.029200000000003, 431.034800000001667
471, 430.829099999999983, 430.834800000001678
472, 430.629000000000019, 430.63480000000169
473, 430.421999999999969, 430.434800000001701
474, 430.235700000000008, 430.234800000001712
475, 430.042500000000018, 430.034800000001724
476, 429.828599999999994, 429.834800000001735
477, 429.635400000000004, 429.634800000001746
478, 429.428400000000011, 429.434800000001758
479, 429.22829999999999, 429.234800000001769
480, 429.02819999999997, 429.034800000001781
481, 428.821199999999976, 428.834800000001792
482, 428.634900000000016, 428.634800000001803
483, 428.427899999999966, 428.434800000001815
484, 428.227800000000002, 428.234800000001826
485, 428.027699999999982, 428.034800000001837
486, 427.834499999999991, 427.834800000001849
487, 427.634399999999971, 427.63480000000186
488, 427.427399999999977, 427.434800000001871
489, 427.234199999999987, 427.234800000001883
490, 427.027199999999993, 427.034800000001894
491, 426.827099999999973, 426.834800000001906
492, 426.620099999999979, 426.634800000001917
493, 426.426899999999989, 426.434800000001928
494, 426.226799999999969, 426.23480000000194
495, 426.026700000000005, 426.034800000001951
496, 425.833500000000015, 425.834800000001962
497, 425.633399999999995, 425.634800000001974
498, 425.426400000000001, 425.434800000001985
499, 425.226299999999981, 425.234800000001997
500, 425.026200000000017, 425.034800000002008
501, 424.826099999999997, 424.834800000002019
502, 424.612199999999973, 424.634800000002031
503, 424.439700000000016, 424.434800000002042
504, 424.232699999999966, 424.234800000002053
505, 424.025699999999972, 424.034800000002065
506, 423.825600000000009, 423.834800000002076
507, 423.632400000000018, 423.634800000002087
508, 423.425399999999968, 423.434800000002099
509, 423.218399999999974, 423.23480000000211
510, 423.032100000000014, 423.034800000002122
511, 422.831999999999994, 422.834800000002133
512, 422.61809999999997, 422.634800000002144
513, 422.43180000000001, 422.434800000002156
514, 422.224800000000016, 422.234800000002167
515, 422.024699999999996, 422.034800000002178
516, 421.824599999999975, 421.83480000000219
517, 421.631399999999985, 421.634800000002201
518, 421.445099999999968, 421.434800000002213
519, 421.224299999999971, 421.234800000002224
520, 421.031099999999981, 421.034800000002235
521, 420.824099999999987, 420.834800000002247
522, 420.630899999999997, 420.634800000002258
523, 420.430799999999977, 420.434800000002269
524, 420.237599999999986, 420.234800000002281
525, 420.037499999999966, 420.034800000002292
526, 419.830499999999972, 419.834800000002303
527, 419.630400000000009, 419.634800000002315
528, 419.430299999999988, 419.434800000002326
529, 419.237099999999998, 419.234800000002338
530, 419.030100000000004, 419.034800000002349
531, 418.829999999999984, 418.83480000000236
532, 418.636799999999994, 418.634800000002372
533, 418.42289999999997, 418.434800000002383
534, 418.22969999999998, 418.234800000002394
535, 418.022699999999986, 418.034800000002406
536, 417.829499999999996, 417.834800000002417
537, 417.629399999999976, 417.634800000002429
538, 417.443100000000015, 417.43480000000244
539, 417.236099999999965, 417.234800000002451
540, 417.029099999999971, 417.034800000002463
541, 416.829000000000008, 416.834800000002474
542, 416.628899999999987, 416.634800000002485
543, 416.428799999999967, 416.434800000002497
544, 416.221799999999973, 416.234800000002508
545, 416.035500000000013, 416.034800000002519
546, 415.835399999999993, 415.834800000002531
547, 415.628399999999999, 415.634800000002542
548, 415.435200000000009, 415.434800000002554
549, 415.235099999999989, 415.234800000002565
550, 415.028099999999995, 415.034800000002576
551, 414.827999999999975, 414.834800000002588
552, 414.627900000000011, 414.634800000002599
553, 414.434700000000021, 414.43480000000261
554, 414.220799999999997, 414.234800000002622
555, 414.027600000000007, 414.034800000002633
556, 413.820600000000013, 413.834800000002645
557, 413.627399999999966, 413.634800000002656
558, 413.427300000000002, 413.434800000002667
559, 413.234100000000012, 413.234800000002679
560, 413.033999999999992, 413.03480000000269
561, 412.826999999999998, 412.834800000002701
562, 412.626899999999978, 412.634800000002713
563, 412.426800000000014, 412.434800000002724
564, 412.226699999999994, 412.234800000002735
565, 412.0197, 412.034800000002747
566, 411.82650000000001, 411.834800000002758
567, 411.63330000000002, 411.63480000000277
568, 411.426299999999969, 411.434800000002781
569, 411.233099999999979, 411.234800000002792
570, 411.026099999999985, 411.034800000002804
571, 410.832899999999995, 410.834800000002815
572, 410.625900000000001, 410.634800000002826
573, 410.425799999999981, 410.434800000002838
574, 410.232599999999991, 410.234800000002849
575, 410.018699999999967, 410.034800000002861
576, 409.825499999999977, 409.834800000002872
577, 409.625400000000013, 409.634800000002883
578, 409.425299999999993, 409.434800000002895
579, 409.225199999999973, 409.234800000002906
580, 409.025100000000009, 409.034800000002917
581, 408.838799999999992, 408.834800000002929
582, 408.631799999999998, 408.63480000000294
583, 408.417899999999975, 408.434800000002951
584, 408.224699999999984, 408.234800000002963
585, 408.024600000000021, 408.034800000002974
586, 407.81759999999997, 407.834800000002986
587, 407.62439999999998, 407.634800000002997
588, 407.43810000000002, 407.434800000003008
589, 407.238, 407.23480000000302
590, 407.031000000000006, 407.034800000003031
591, 406.837800000000016, 406.834800000003042
592, 406.630799999999965, 406.634800000003054
593, 406.437599999999975, 406.434800000003065
594, 406.223700000000008, 406.234800000003077
595, 406.030500000000018, 406.034800000003088
596, 405.837299999999971, 405.834800000003099
597, 405.630299999999977, 405.634800000003111
598, 405.430200000000013, 405.434800000003122
599, 405.22320000000002, 405.234800000003133
600, 405.029999999999973, 405.034800000003145
601, 404.829900000000009, 404.834800000003156
602, 404.643599999999992, 404.634800000003167
603, 404.436599999999999, 404.434800000003179
604, 404.229600000000005, 404.23480000000319
605, 404.029499999999985, 404.034800000003202
606, 403.822499999999991, 403.834800000003213
607, 403.629300000000001, 403.634800000003224
608, 403.422300000000007, 403.434800000003236
609, 403.23599999999999, 403.234800000003247
610, 403.03589999999997, 403.034800000003258
611, 402.828899999999976, 402.83480000000327
612, 402.628800000000012, 402.634800000003281
613, 402.428699999999992, 402.434800000003293
614, 402.228599999999972, 402.234800000003304
615, 402.028500000000008, 402.034800000003315
616, 401.828399999999988, 401.834800000003327
617, 401.635199999999998, 401.634800000003338
618, 401.428200000000004, 401.434800000003349
619, 401.228099999999984, 401.234800000003361
620, 401.02800000000002, 401.034800000003372
621, 400.8279, 400.834800000003384
622, 400.620900000000006, 400.634800000003395
623, 400.434599999999989, 400.434800000003406
624, 400.234499999999969, 400.234800000003418
625, 400.027499999999975, 400.034800000003429
626, 399.827400000000011, 399.83480000000344
627, 399.627299999999991, 399.634800000003452
628, 399.427199999999971, 399.434800000003463
629, 399.220199999999977, 399.234800000003474
630, 399.033900000000017, 399.034800000003486
631, 398.833799999999997, 398.834800000003497
632, 398.626800000000003, 398.634800000003509
633, 398.433600000000013, 398.43480000000352
634, 398.226600000000019, 398.234800000003531
635, 398.033399999999972, 398.034800000003543
636, 397.819500000000005, 397.834800000003554
637, 397.626300000000015, 397.634800000003565
638, 397.426199999999994, 397.434800000003577
639, 397.226099999999974, 397.234800000003588
640, 397.02600000000001, 397.0348000000036
641, 396.83280000000002, 396.834800000003611
642, 396.62579999999997, 396.634800000003622
643, 396.432599999999979, 396.434800000003634
644, 396.232500000000016, 396.234800000003645
645, 396.039299999999969, 396.034800000003656
646, 395.818499999999972, 395.834800000003668
647, 395.625299999999982, 395.634800000003679
648, 395.425200000000018, 395.43480000000369
649, 395.225099999999998, 395.234800000003702
650, 395.018100000000004, 395.034800000003713
651, 394.824900000000014, 394.834800000003725
652, 394.631699999999967, 394.634800000003736
653, 394.424699999999973, 394.434800000003747
654, 394.231499999999983, 394.234800000003759
655, 394.024499999999989, 394.03480000000377
656, 393.838199999999972, 393.834800000003781
657, 393.638100000000009, 393.634800000003793
658, 393.424199999999985, 393.434800000003804
659, 393.244799999999998, 393.234800000003816
660, 393.024000000000001, 393.034800000003827
661, 392.823899999999981, 392.834800000003838
662, 392.623800000000017, 392.63480000000385
663, 392.43059999999997, 392.434800000003861
664, 392.230500000000006, 392.234800000003872
665, 392.037300000000016, 392.034800000003884
666, 391.837199999999996, 391.834800000003895
667, 391.630200000000002, 391.634800000003906
668, 391.430099999999982, 391.434800000003918
669, 391.230000000000018, 391.234800000003929
670, 391.022999999999968, 391.034800000003941
671, 390.822900000000004, 390.834800000003952
672, 390.629700000000014, 390.634800000003963
673, 390.436499999999967, 390.434800000003975
674, 390.236400000000003, 390.234800000003986
675, 390.02940000000001, 390.034800000003997
676, 389.829299999999989, 389.834800000004009
677, 389.636099999999999, 389.63480000000402
678, 389.429100000000005, 389.434800000004032
679, 389.228999999999985, 389.234800000004043
680, 389.035799999999995, 389.034800000004054
681, 388.821899999999971, 388.834800000004066
682, 388.628699999999981, 388.634800000004077
683, 388.428600000000017, 388.434800000004088
684, 388.228499999999997, 388.2348000000041
685, 388.014599999999973, 388.034800000004111
686, 387.842100000000016, 387.834800000004122
687, 387.635099999999966, 387.634800000004134
688, 387.435000000000002, 387.434800000004145
689, 387.221099999999979, 387.234800000004157
690, 387.027899999999988, 387.034800000004168
691, 386.820899999999995, 386.834800000004179
692, 386.627700000000004, 386.634800000004191
693, 386.427599999999984, 386.434800000004202
694, 386.241299999999967, 386.234800000004213
695, 386.0274, 386.034800000004225
696, 385.83420000000001, 385.834800000004236
